,MOLECULES,OUTCOME
2673,CN(NC(=O)CC(=O)NN(C)C(=S)C1=CC=CC=C1)C(=S)C1=CC=CC=C1,0
2674,NC(=O)C1=CN=C2N1CCC1=C(C=CC=C1)C21CCNCC1,0
2675,CC1=C(CO)C2=C(C)C3(CC3)[C@@](C)(O)C(=O)C2=C1,0
2676,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,1
2677,Cl.CCN(C\C=C/C1=CC(Cl)=C(C=C1)C1CCCCC1)C1CCCCC1,0
2678,CCOC(=O)[C@H](CCC1=CC=CC=C1)CC1(CCCC1)C(=O)N[C@H]1CCC2=CC=CC=C2N(CC(O)=O)C1=O,0
2679,NCCC(=O)NCCSSCCNC(=O)CCN,0
2680,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@H](CC[C@]12C)OS(O)(=O)=O,0
2681,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=C(CC[Si](C)(C)C)C4=CC=CC=C4N=C13)C2=O,0
2682,[H][C@@]12CC=C(C3=CC=CN=C3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@H](O)CC[C@]12C,0
2683,CNC(=O)N(N(CCCl)S(C)(=O)=O)S(C)(=O)=O,0
2684,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3C[C@@H](C)[C@@]21[H],0
2685,CNCC\C=C\C1=CN=CC=C1,0
2686,COC1=CC=CC2=C1C(O)=C(C(=O)N(C)C1=CC=C(C=C1)C(F)(F)F)C(=O)N2C,0
2687,COC1=CC2=C(C=C1)C(O[C@H]1CN3C(=O)[C@H](CCCCC\C=C/[C@]4([H])C[C@@]4(C(O)=O)NC(=O)[C@]3([H])C1)NC(=O)OC1CCCC1)=CC(=N2)C1=CSC(NC(C)C)=N1,0
2688,CCOC(=O)C(C)=O,1
2689,CC(C)=CCOC1=C(Cl)C=CC(NC(=S)C2=C(C)OC=C2)=C1,0
2690,CC[C@H](N1C[C@@H](CC1=O)C=C(F)F)C(N)=O,0
2691,[H][C@@]1(CC2=CC=CN=C2)N2CCC(CC2)[C@@]1([H])NC(=O)C1=CC2=C(O1)C=CC=C2,0
2692,ClC1=CC=CC(NC(=O)NC2=NC=C(CCNC3=C4SC=CC4=NC=N3)S2)=C1,0
2693,FC1=CC=C(C=C1)N1C=C(C2CCN(CCN3CCNC3=O)CC2)C2=C1C=CC(Cl)=C2,0
2694,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1,0
2695,CN1CCN2C(C1)C1=CC=CC=C1CC1=CC=CC=C21,0
2696,COC1=NC(OC)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1,0
2697,CC1=C(N(N=C1C(=O)NN1CCCCC1)C1=C(Cl)C=C(Cl)C=C1)C1=CC=C(Cl)C=C1,0
2698,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=C1N=C1C=CC=C(C1=C3)[N+]([O-])=O)C2=O,0
2699,OC[C@H]1N[C@H]([C@H](O)[C@@H]1O)C1=CNC2=C1N=CNC2=O,0
2700,[H][C@](O)(CNCCNC1=CC(=CC=C1)C1=CC(=CC=C1)C(O)=O)C1=CC=CC(Cl)=C1,0
2701,[H][C@]12C3=CC=CC=C3[C@H](N3CCN(C[C@@H](O)COC4=CC=CC5=C4C=CC=N5)CC3)C3=CC=CC=C3[C@@]1([H])C2(F)F,0
2702,CCC(O)(CC)\C=C\C[C@H](C)C1=CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@@](F)([H])C1=C,0
2703,CC[C@H](CO)NC1=NC(NCC2=CC=CC=C2)=C2N=CN(C(C)C)C2=N1,0
2704,[H][C@]12C[C@]([H])(N(C(=O)[C@@]3([H])CC4=C(CN3C(=O)[C@H](CO)NC(=O)[C@H](CC3=CC=CS3)NC(=O)CNC(=O)[C@]3([H])C[C@@H](O)CN3C(=O)[C@@H]3CCCN3C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](N)CCCNC(N)=N)C=CC=C4)[C@@]1([H])CCCC2)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,0
2705,CCCCN(CCCC)C(=O)CN1C[C@@H]([C@H]([C@@H]1C1=CC=C(OC)C=C1)C(O)=O)C1=CC2=C(OCO2)C=C1,0
2706,C(C1CC1)N1CC2CN(CC3CC3)CC(C1)C21CCCC1,0
2707,NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1,0
2708,[H][C@@]1(CCC2=CC(O)=CC=C2[C@@]1([H])C1=CC=C(OCCN2CCCC2)C=C1)C1=CC=CC=C1,0
2709,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,0
2710,CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1,0
2711,C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=CC=CC=C1OCC(F)(F)F,0
2712,CC(=O)OC1=CC2=C(CCN(C2)C(C(=O)C2CC2)C2=CC=CC=C2F)S1,0
2713,CC1=NN(C(=O)\C1=N/NC1=CC=CC(C2=CC=CC(=C2)C(O)=O)=C1O)C1=CC=C(C)C(C)=C1,0
2714,[H][C@]12[C@@H](C)C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,0
2715,CC1=CC=CC=C1C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCC[C@@H](O)C2=C1C=CC(Cl)=C2,0
2716,CNC(=O)C1=CN(N=C1)C1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(N)=N1,0
2717,[O--].[O--].[O--].[O--].[Fe++].[Fe+3].[Fe+3],1
2718,CN1CC2C(C1)C1=C(OC3=CC=C(Cl)C=C23)C=CC=C1,0
2719,COC1=C(OC)C=C(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)C=C1,0
2720,COC[C@@H](NC(C)=O)C(=O)NCC1=CC=CC=C1,0
2721,ClC1=CC=C(S1)C(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O,0
2722,COC1=C(Cl)C=C(CNC2=C(C=NC(=N2)N2CCC[C@H]2CO)C(=O)NCC2=NC=CC=N2)C=C1,0
2723,OP(O)(=O)C(NC1CCCCCC1)P(O)(O)=O,0
2724,OC(CO\N=C(/Cl)C1=CN=CC=C1)CN1CCCCC1,0
2725,N[C@@H]([C@H](O)C1=CC(O)=C(O)C=C1)C(O)=O,0
2726,OC(=O)C1=NN(CC2=C(Cl)C=C(Cl)C=C2)C2=C1C=CC=C2,0
2727,CCCOC1=C(C=C(C=C1)S(=O)(=O)NCCC1CCCN1C)C1=NC(=O)C2=C(N1)C(CCC)=NN2C,0
2728,CC1=NOC(NS(=O)(=O)C2=C(SC=C2)C(=O)CC2=CC3=C(OCO3)C=C2C)=C1Cl,0
2729,C[C@H]1CN(C[C@H](CC2=CC=CC=C2)C(=O)NCC(O)=O)CC[C@@]1(C)C1=CC(O)=CC=C1,0
2730,CCOC(=O)N1[C@H](CC)C[C@H](N(CC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)C(=O)OC)C2=C1C=CC(=C2)C(F)(F)F,0
2731,OCC(C)(CO)C(=O)O[C@@H]1CC[C@@H](C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@@H](OC)C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)C[C@H]1OC,0
2732,CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC,0
2733,CN1C=C(C=N1)C1=NN2C(SC3=CC=C4N=CC=CC4=C3)=NN=C2C=C1,0
2734,[H][C@@]12C[C@]1([H])N([C@@H](C2)C#N)C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,0
2735,COC1=CC=C(SC2=C3N=CN(CCOCP(=O)(OCC(F)(F)F)OCC(F)(F)F)C3=NC(N)=N2)C=C1,0
2736,NS(=O)(=O)C1=CC=C(C=C1)S(=O)(=O)NC1=CC=CC2=C1NC=C2Cl,0
2737,CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=C3OC4=CC=C(C=C4Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]4C(C=C2OC2=C(Cl)C=C(C=C2)[C@@H](O)[C@@H]2NC(=O)[C@H](NC4=O)C4=CC(=C(O)C=C4)C4=C(O)C(CNCP(O)(O)=O)=C(O)C=C4[C@H](NC2=O)C(O)=O)=C3)O[C@@H](C)[C@H]1O,0
2738,CCC(NC(=O)C1=C(O)C(=NC2=CC=CC=C12)C1=CC=CC=C1)C1=CC=CC=C1,0
2739,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)\C1=C/F,0
2740,CC1=CC(C)=C(N1)\C=C1/C(=O)NC2=CC=CC=C12,0
2741,C(CN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1)CC1(OCCO1)C1=CC=CC=C1,0
2742,NC(=O)N1CCC(CC(=O)N2CCC(CC2)[C@H]2C3=C(CCC4=C2C(Br)=CC(Cl)=C4)C=C(Br)C=N3)CC1,0
2743,[H][C@]12O[C@]3(CC4=CC=CC=C4)O[C@]1(C[C@@]([H])(C)[C@]1(O3)[C@]3([H])C=C(C)C(=O)[C@@]3(O)CC(COC(=O)CC3=CC(OC)=C(O)C=C3)=C[C@@]21[H])C(C)=C,0
2744,CCO[C@@H](CC1=CC=C(OCCC2=CC=C(OS(C)(=O)=O)C=C2)C=C1)C(O)=O,1
2745,COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=NC=C(C=C2)C(C)C)N=C(N=C1OCCO)C1=CC(=NC=C1)C1=NNN=N1,0
2746,[H][C@]12[C@@H](CC[C@@]1(CC[C@]1(C)[C@]2([H])CC[C@]2([H])[C@@]3(C)CC[C@H](OC(=O)CC(C)(C)C(O)=O)C(C)(C)[C@]3([H])CC[C@@]12C)C(O)=O)C(C)=C,0
2747,CCCCCCCCCCCCCCCCOC1=NC2=C(C=C(C)C=C2)C(=O)O1,0
2748,CN(C1=CC2=NN(C)C(C)=C2C=C1)C1=CC=NC(NC2=CC=C(C)C(=C2)S(N)(=O)=O)=N1,0
2749,[H][C@]12SCC(SC3=NC(=CS3)C3=CC=[N+](C)C=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N/OCC)\C1=NSC(NP(O)(O)=O)=N1)C([O-])=O,0
2750,COC1=CC2=C(CCNC(C)=O)C=CC=C2C=C1,0
2751,COC1=CC=C(C=C1)N1N=C(C(N)=O)C2=C1C(=O)N(CC2)C1=CC=C(C=C1)N1CCCCC1=O,0
2752,[H][C@@]1([C@@H](NC(C)=O)C(CC)CC)[C@H](O)[C@H](C[C@H]1NC(N)=N)C(O)=O,0
2753,COC1=CC(NC2=C(C=NC3=CC(OCCCN4CCN(C)CC4)=C(OC)C=C23)C#N)=C(Cl)C=C1Cl,0
2754,CCOC(=O)NC1=C(N)N=C(NCC2=CC=C(F)C=C2)C=C1,0
2755,COC(=O)[C@H](CC1=CC(=CC=C1)C(N)=N)[C@@H](C)NC(=O)C1=CC=C(C=C1)C1=CC=[N+]([O-])C=C1,0
2756,NC1=CC=NC=C1,0
2757,NCCCC[C@@H]1NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@@H](NC(=O)[C@@H]2C[C@H](CN2C(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC2=CC=C(OCC3=CC=CC=C3)C=C2)NC1=O)OC(=O)NCCN)C1=CC=CC=C1,0
2758,NC(=O)C1=CC2=CC(=CC=C2O1)N1CCN(CCCCC2=CNC3=C2C=C(C=C3)C#N)CC1,0
2759,CCN(C(=O)C1=C(O)C2=C(C=CC=C2Cl)N(C)C1=O)C1=CC=CC=C1,0
2760,NCCO.CCCCCCCC\C=C/CCCCCCCC(O)=O,0
2761,[N-]=[N+]=O,1
2762,COC1=CC=C(CN(CCN(C)C)C2=NC=CC=C2)C=C1,0
2763,[H][C@]12[C@H](CCC=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC,0
2764,CC1=CC(=CC(C)=C1CC1=NCCN1)C(C)(C)C,0
2765,CCCCCCOC(=O)\N=C(\N)C1=CC=C(NCC2=NC3=C(C=CC(=C3)C(=O)N(CCC(=O)OCC)C3=NC=CC=C3)N2C)C=C1,0
2766,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,0
2767,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](OC)[C@@H]2C)O4,0
2768,CNCCC1=CC=CC=N1,0
2769,CC(C)C[C@H](NC(=O)[C@@H](CC1=CC=C(NC(N)=O)C=C1)NC(=O)[C@H](CC1=CC=C(NC(=O)[C@@H]2CC(=O)NC(=O)N2)C=C1)NC(=O)[C@H](CO)NC(=O)[C@@H](CC1=CC=CN=C1)NC(=O)[C@@H](CC1=CC=C(Cl)C=C1)NC(=O)[C@@H](CC1=CC=C2C=CC=CC2=C1)NC(C)=O)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,0
2770,CN(C)CC(C1=CC=C(O)C=C1)C1(O)CCCCC1,0
2771,[H][C@@](C(=O)OC)(C1=CC=CC=C1)[C@@]1([H])CCCCN1,0
2772,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C,0
2773,OC[C@H](O)[C@H](CO)[N+]12CC[N+]3(CC([O-])=O)CC[N+]4(CC([O-])=O)CC[N+](CC([O-])=O)(CC1)[Gd-]234,0
2774,NC(N)=NCC1=CC(I)=CC=C1,0
2775,[Na+].[Na+].[Na+].[Gd+3].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)C[C@H](COP([O-])(=O)OC1CCC(CC1)(C1=CC=CC=C1)C1=CC=CC=C1)N(CC([O-])=O)CC([O-])=O,0
2776,CNC(C)CCC=C(C)C,0
2777,C[C@H](N)[C@H](O)C1=CC(O)=C(O)C=C1,0
2778,CCCCN(CCCC)CC(O)C1=C2C(=CC(Cl)=C1)\C(=C/C1=CC=C(Cl)C=C1)C1=C2C=CC(Cl)=C1,0
2779,CC(C[N+](C)(C)C)OC(C)=O,1
2780,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,0
2781,C(C1=NCCN1)C1=CC=CC2=CC=CC=C12,0
2782,COC(=O)C1=C(NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C)C#N,0
2783,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(C=C3CC[C@@]21[H])=NO,0
2784,CNC(C)CC1CCCCC1,0
2785,[K+].[I-],1
2786,CC(C)C1=CC=CC(C(C)C)=C1OCOP(O)(O)=O,0
2787,C[C@@H](O[C@H]1OCCN(CC2=NC(=O)N(N2)P(O)(O)=O)[C@H]1C1=CC=C(F)C=C1)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,0
2788,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC3=NNC=C3C[C@]12C,0
2789,[OH-].[OH-].[OH-].[Al+3],1
2790,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=C(Cl)S2)S1(=O)=O,0
2791,CCC1=CC=CC2=C1OC(=C2)C(O)CNC(C)(C)C,0
2792,[H][C@@]12CCCCN1C[C@@H]1C[C@H]2CN2CCCC[C@]12[H],0
2793,NC1=CC=CC=C1,1
2794,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=NN1C1=CC=CC=C1,0
2795,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1C=C[C@@]2(O)C#C,0
2796,NCC[C@H](OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,0
2797,O=C1C=C(OC2=C1C1=CC=CC=C1C=C2)C1=CC=CC=C1,0
2798,CCC(=O)C1(CCN(C)CC1)C1=CC(O)=CC=C1,0
2799,C[C@@H]1C(=O)O[C@H]2C[C@@]34[C@H]5C[C@@H](C(C)(C)C)[C@@]33[C@@H](O)C(=O)O[C@H]3O[C@@]4(C(=O)O5)[C@@]12O,0
2800,C[C@@H]1C(=O)O[C@H]2[C@H](O)[C@]34[C@@H]5OC(=O)[C@]3(O[C@@H]3OC(=O)[C@H](O)[C@]43[C@@H]([C@H]5O)C(C)(C)C)[C@@]12O,0
2801,C[C@@H]1C(=O)O[C@H]2C[C@]34[C@@H]5OC(=O)[C@]3(O[C@@H]3OC(=O)[C@H](O)[C@]43[C@@H]([C@H]5O)C(C)(C)C)[C@@]12O,0
2802,C[C@H]1C2[C@@H](OC1=O)[C@H](O)[C@]13[C@@H]4OC(=O)[C@]21O[C@@H]1OC(=O)[C@H](O)[C@]31[C@@H]([C@H]4O)C(C)(C)C,0
2803,[H][C@@]1(CC[C@]2(C)[C@]1([H])[C@H](O)C[C@]1([H])[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@]3([H])CC[C@@]21C)[C@](C)(CCC=C(C)C)O[C@@H]1O[C@H](CO[C@@H]2OC[C@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,0
2804,[H][C@@]1(CC[C@]2(C)[C@]1([H])[C@H](O)C[C@]1([H])[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@]3([H])CC[C@@]21C)C(C)(CCC=C(C)C)O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,0
2805,CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3[C@H](C[C@@]21C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0
2806,CCOC1=C(OCC)C=C(\C=C2/NCCC3=CC(OCC)=C(OCC)C=C23)C=C1,0
2807,CN1CCC(CC1)=C1C2=NC=C(C=O)N2CCC2=CC=CC=C12,0
2808,[NH4+].CC(O)C([O-])=O,0
2809,CN1C(CCCC(O)=O)=NC2=CC(=CC=C12)N(CCCl)CCCl,0
2810,OCC1=CC=CC=C1,0
2811,N[C@@H]1CCCCN(C1)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1Cl)C(O)=O,0
2812,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C4=CC=CC=C4)C(C)=C([C@@H](OC)C(=O)[C@]1(C)[C@H](C[C@H]1OC[C@@]21OC(C)=O)OC)C3(C)C,0
2813,NC(=O)N[C@@H](CCC(O)=O)C(O)=O,0
2814,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,0
2815,[H][C@@]12CC[C@](OC(=O)CCC)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C,0
2816,OCC(S)CS,0
2817,[67Ga+3].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,0
2818,C[N@+]1(CC2CC2)CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@]2(O)CCC4=O)=C35,0
2819,NC(=O)CC1=CC=CC(C(=O)C2=CC=CC=C2)=C1N,0
2820,OC1=C(C=C(Cl)C=C1)C(=O)NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,1
2821,CCCCCCCCCC1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1,0
2822,C(N1CCCNCCNCCCNCC1)C1=CC=C(CN2CCCNCCNCCCNCC2)C=C1,0
2823,CO[C@@H]([C@@H]1CC2=CC3=CC(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)=C(C)C(O)=C3C(O)=C2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1)C(=O)[C@@H](O)[C@@H](C)O,0
2824,NC1=NC2=NC=C(CC(CC#C)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N=C2C(N)=N1,0
2825,OC1=CC2=C(OC(=N2)C2=CC=C(O)C(F)=C2)C(C=C)=C1,0
2826,[H]N(CCO)S(=O)(=O)C1=C(Cl)C=CC(=C1)C1=C(C)N=C(S1)N([H])C(C)=O,0
2827,COC(=O)[C@@H](N)CC1=CC=CC=C1,0
2828,ClC1=CC2=C(NC(=O)C(C3=NC4=CC=CC=C4N3)=C2N[C@@H]2CN3CCC2CC3)C=C1,0
2829,[H][C@@]12CC[C@@](O)(CC)[C@@]1(CC)C=CC1=C3CCC(=O)C=C3CC[C@@]21[H],0
2830,OC1=CC=C2C=C(C=C(C#N)C2=C1)C1=CC=C(O)C(F)=C1,0
2831,CCCCCCCCCCS(O)(=O)=O,1
2832,CCCCCCCCCCCCO,0
2833,CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,0
2834,CCOC(=O)C1=CN=C(N)N=C1O,0
2835,[H][C@@]1(CN(C(=O)NC2=CC=C(Cl)C=C2)[C@]([H])(C1)C(=O)NC1=CC=C(C=C1F)N1C=CC=CC1=O)OC,0
2836,NCC1=CC=C2OCC3(CCN(CC3)C(=O)C3=CC=C(O3)C#CC3=CC=CC=C3)C2=C1,0
2837,CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,0
2838,CC(C)NC[C@@H](O)COC1=CC=C(CC(N)=O)C=C1,0
2839,CCCS(=O)(=O)NC1=CC=C(F)C(C(=O)C2=CNC3=C2C=C(Cl)C=N3)=C1F,0
2840,OC(=O)CN1C=C(CC2=NC3=C(F)C(F)=CC(F)=C3S2)C2=C1C=CC=C2,0
2841,OC(=O)CNC(=O)C1=CC(O)=CC=C1,0
2842,OC(C1=CC=C(C=C1)N(CC(F)(F)F)S(=O)(=O)C1=CC=CC=C1)(C(F)(F)F)C(F)(F)F,0
2843,[H][C@@](O)(CO)CONC(=O)C1=C(NC2=CC=C(I)C=C2F)C(F)=C(F)C=C1,0
2844,CN(C)CCCCSC(N)=N,0
2845,COC1=C(O)C=C(\C=C\C(O)=O)C=C1,0
2846,CC1=CC(=O)OC2=C1C=CC(O)=C2,0
2847,CC(C)[C@H](NS(=O)(=O)CCCC1=CC=CC=C1)P(O)(=O)C[C@H](C(O)=O)C1=CC=CC(CN)=C1,0
2848,FC1=CC(F)=C(SC2=NN3C=NC(=O)C(=C3C=C2)C2=C(Cl)C=CC=C2Cl)C=C1,0
2849,COC1=CC(NC2=NC=C(F)C(NC3=CC=C4OC(C)(C)C(=O)NC4=N3)=N2)=CC(OC)=C1OC,0
2850,NC1=C2C=CC=C(C2=CC=C1)S(O)(=O)=O,1
2851,CC1=C(OC2=CC=C(Cl)C=C12)S(=O)(=O)C1=NNC(=O)C=C1,0
2852,CC1=C(SC(=N1)C1=CC=C(C=C1)C(F)(F)F)C(=O)NCC1=CC=C(OC(C)(C)C(O)=O)C=C1,0
2853,ClC1=CC(=CC=C1)N1CCN(CC2=CN=CN2CC2=CC=C(C=C2)C#N)CC1=O,0
2854,C[C@@]1(CCCN1)C1=NC2=CC=CC(C(N)=O)=C2N1,0
2855,CNC(=O)C1=C(OC2=CC(N(CCO)S(C)(=O)=O)=C(C=C12)C1CC1)C1=CC=C(F)C=C1,0
2856,CCN1C(=O)C(C)(C)C2=CC3=C(C=C12)C1=C(N3)C2=NNC(C)=C2CCC1,0
2857,C[C@H](N1CC[C@H](NS(=O)(=O)\C=C\C2=CC=C(Cl)S2)C1=O)C(=O)N1CCOCC1,0
2858,[H][C@@]1(O)CCN2C(=O)N(C(=O)[C@]12[H])C1=C(C)C(Cl)=C(C=C1)C#N,0
2859,N1C2=CC=CC=C2C2=CC=CC=C12,0
2860,CCCCC\C=C/C=C/[C@@H](O)CCCCCCCC(O)=O,0
2861,CC(=O)C1=C(N[C@H](C(N)=O)C2=C(Br)C=CC=C2Br)C=C(C)C=C1,0
2862,CCCN1CCC(CC1)C1=NC2=CC=CC(C(N)=O)=C2N1,0
2863,OC(=O)CC1=CC=C(C=C1)[N+]([O-])=O,1
2864,OC(=O)C1=C(C=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=C1)[N+]([O-])=O,0
2865,C1CCC(CC1)NC1=NC(NC2=CC=C(C=C2)N2CCOCC2)=NC2=C1N=CN2,0
2866,NCCC1=CC=C(C=C1)S(F)(=O)=O,0
2867,[H][C@]1(O)C[C@@]2([H])\C=C\CCC[C@]([H])(C)OC(=O)\C=C\[C@@]([H])(O)[C@]2([H])C1,0
2868,OC1=CC=C(C=C1)C1=CC(=O)C2=C(O1)C=C(O)C=C2O,0
2869,N[C@@H](CC1=CC=CC2=C1C=CC=C2)C(O)=O,0
2870,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,0
2871,[H][C@]1(O)CN[C@]([H])(CC2=CC=C(OC)C=C2)[C@]1([H])OC(C)=O,0
2872,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])CC(=O)CC[C@]12C,0
2873,CC(O)(C(O)=O)C1=CC=CC=C1,0
2874,CCNC1=NC(NC(C)C)=NC(Cl)=N1,0
2875,OC(=O)C1CCN(CC1)C1=C(NC(=O)NC(=O)C2=CC(F)=C(F)C=C2Cl)C=C(F)C=C1,0
2876,CO\C=C(\C(=O)OC)C1=C(OC2=NC=NC(OC3=CC=CC=C3C#N)=C2)C=CC=C1,0
2877,[H][C@@]1(CC=C)C(=O)N2N(C1=O)C1=CC(C)=CC=C1N=C2N(C)C,0
2878,C[C@](O)(COC1=CC=C(Cl)C(F)=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,0
2879,CC(=O)NC1=CC=C(OC[C@](C)(O)C(=O)NC2=CC=C(C(=C2)C(F)(F)F)[N+]([O-])=O)C=C1,0
